Employer_ID,City_ID,Contract_ID,StartDate,EndDate,Job_Slots,Total_Contract_Value,Applications,Apply_Start_Clicks,Click_Market_Value,Job_Listings,City_Name,State_ID,State_Name,StartMonth,EndMonth,Renewal_Flag
1351120,9035,1497216,2016-11-04,2016-12-04,15,1495,35,35,1809.5,20,Clallam Bay,WA,Washington,11,12,1
826267,5928,1499076,2016-11-04,2016-12-04,15,745,210,210,3344.4,5,Riverside,OH,Ohio,11,12,0
850960,9644,2193180,2017-08-10,2017-09-10,15,995,170,295,1152.95,10,Columbus Grove,OH,Ohio,8,9,1
957573,8971,1241064,2016-07-13,2016-08-13,15,1495,0,15,415.25,10,El Paso de Robles,CA,California,7,8,1
1097147,8228,2631612,2018-01-04,2018-02-04,15,1745,140,210,6452.05,15,West Jefferson,OH,Ohio,1,2,1
918640,811,2746164,2018-02-08,2018-03-08,15,1495,65,95,4748.6,15,Shellsburg,IA,Iowa,2,3,1
4820827,9770,2186172,2017-08-08,2017-08-09,15,995,0,0,31.75,15,New Britain,PA,Pennsylvania,8,8,0
1064373,5431,1647564,2017-01-11,2017-02-11,15,1745,0,310,7502.25,10,Port Chester,NY,New York,1,2,0
783680,1520,1648836,2017-01-13,2017-02-13,15,1495,385,485,16992.5,15,West Conshohocken,PA,Pennsylvania,1,2,0
5027120,3551,2243388,2017-08-29,2017-09-29,15,995,60,80,3207.2,5,Yoakum,TX,Texas,8,9,0
1049387,3806,2244432,2017-08-29,2017-09-29,15,1495,0,565,3596.4,5,Felida,WA,Washington,8,9,1
1528027,6895,2244576,2017-08-29,2017-09-29,15,1495,410,770,8056.95,5,Dayton,IL,Illinois,8,9,0
3220213,10800,1701120,2017-02-04,2017-02-13,15,745,65,105,2497.3,15,Alton,TX,Texas,2,2,0
3220213,2968,1701120,2017-02-04,2017-03-04,15,745,250,310,6257.0,15,Foosland,IL,Illinois,2,3,0
1107120,3389,1461192,2016-10-19,2016-11-19,15,1745,95,155,10445.0,10,Jefferson,PA,Pennsylvania,10,11,0
1510133,3782,2205336,2017-08-15,2017-09-15,15,995,160,480,2897.9,20,Port Hueneme,CA,California,8,9,1
677040,10712,2206152,2017-08-15,2017-09-15,15,1245,40,100,1542.05,25,Northville,NY,New York,8,9,0
1868960,8975,1243176,2016-07-14,2016-08-11,50,1745,0,720,8724.05,15,Taylorstown,PA,Pennsylvania,7,8,1
1351120,7539,1318860,2016-08-19,2016-09-19,15,745,45,100,2071.9,25,Meadville,MO,Missouri,8,9,0
1974587,1259,2385552,2017-10-17,2017-11-17,15,995,0,205,2675.2,15,Sheffield Lake,OH,Ohio,10,11,1
1261387,9672,2228244,2017-08-23,2017-09-23,15,1495,225,280,7122.15,10,Stafford,OH,Ohio,8,9,1
1049387,6650,2889984,2018-03-22,2018-04-22,15,1495,0,90,540.35,5,Fallston,PA,Pennsylvania,3,4,0
1993093,2730,1294428,2016-08-07,2016-09-07,15,1495,155,195,4918.6,25,Hacienda Heights,CA,California,8,9,1
825173,2200,1742760,2017-02-21,2017-03-21,15,745,80,120,1622.7,20,Fillmore,IL,Illinois,2,3,1
2625573,7457,1590672,2016-12-16,2017-01-16,15,745,455,620,14696.4,15,Lewistown,IL,Illinois,12,1,0
899227,5316,2493840,2017-11-21,2017-12-21,15,1495,0,215,5531.4,5,Mono Vista,CA,California,11,12,1
3770667,2636,2189868,2017-08-09,2017-09-09,15,1745,105,155,5818.75,5,Hanaford,IL,Illinois,8,9,0
1078453,128,2239296,2017-08-28,2017-09-01,15,995,10,10,741.45,15,Sewickley Heights,PA,Pennsylvania,8,9,0
5271093,4991,2302716,2017-09-19,2017-10-19,15,995,5,15,446.9,5,Iago,TX,Texas,9,10,1
1233067,8884,1179792,2016-06-14,2016-07-14,15,1495,700,955,4839.3,30,Brockway,PA,Pennsylvania,6,7,1
1107147,3865,1245936,2016-07-15,2016-07-28,50,760,0,185,4162.4,70,Hills,IA,Iowa,7,7,1
1051413,5175,1246632,2016-07-15,2016-07-20,50,1245,20,25,182.05,10,Cumming,IA,Iowa,7,7,0
898107,8625,2404200,2017-10-23,2017-11-23,15,1245,15,30,1724.25,5,Bangor Base,WA,Washington,10,11,1
1750400,9248,1192056,2016-06-20,2016-07-20,15,495,0,165,3284.65,25,Cabery,IL,Illinois,6,7,1
828800,3507,1566660,2016-12-06,2017-01-06,15,1245,70,70,3732.15,10,Cherryland,CA,California,12,1,0
2937493,6544,1568580,2016-12-07,2016-12-09,50,1495,0,0,70.7,10,Brooks,OR,Oregon,12,12,0
2937493,1705,1568580,2016-12-07,2016-12-09,50,1495,0,0,70.7,10,Honey Brook,PA,Pennsylvania,12,12,0
1214907,5172,2248848,2017-08-31,2017-09-30,15,1245,75,205,5184.35,15,Elgin,IA,Iowa,8,9,1
1645867,7291,1185684,2016-06-16,2016-07-16,15,1245,195,400,5673.9,5,Carbon,TX,Texas,6,7,0
1504693,8051,1432284,2016-10-06,2016-11-06,15,1745,0,260,9888.6,10,Mount Moriah,MO,Missouri,10,11,1
1388933,1742,1286868,2016-08-03,2016-09-03,50,1495,5,25,4590.95,30,Phoenix,NY,New York,8,9,0
1049387,10255,1649988,2017-01-12,2017-02-12,50,2995,0,670,20771.3,35,Lostine,OR,Oregon,1,2,1
1273573,9683,1287480,2016-08-03,2016-09-03,15,1245,40,95,1846.7,20,Burnham,IL,Illinois,8,9,1
1566000,11232,1206132,2016-06-27,2016-07-27,15,1245,190,195,3752.85,30,Smithville Flats,NY,New York,6,7,1
1830800,8962,1125552,2016-05-25,2016-05-26,50,1745,0,0,18.4,10,Hiller,PA,Pennsylvania,5,5,0
2390000,885,1363728,2016-09-10,2016-10-10,50,1495,315,395,13864.2,20,Beaverdam,OH,Ohio,9,10,0
2352293,8812,1323828,2016-08-22,2016-08-23,50,1495,10,5,91.5,55,Sand City,CA,California,8,8,0
1587307,2783,1324536,2016-08-22,2016-09-22,15,1495,25,70,2688.8,15,Harris,MO,Missouri,8,9,0
1431440,4486,1538544,2016-11-23,2016-12-20,50,570,15,40,8522.95,15,Turney,MO,Missouri,11,12,1
1523200,9137,1571328,2016-12-08,2017-01-08,15,495,30,50,1675.6,5,Adams,NY,New York,12,1,0
1324320,538,2634792,2018-01-05,2018-02-05,15,1245,325,415,9788.4,10,Speers,PA,Pennsylvania,1,2,1
1897467,10971,1291932,2016-08-05,2016-09-05,15,995,10,80,4712.2,15,East Rochester,NY,New York,8,9,1
1154027,5018,1303356,2016-08-11,2016-09-11,15,1745,90,185,2625.6,10,Rocky Mound,TX,Texas,8,9,0
1142693,9313,2668584,2018-01-16,2018-02-16,15,995,65,120,1066.3,15,Paw Paw,IL,Illinois,1,2,1
1784187,1144,2749728,2018-02-09,2018-03-09,15,995,70,155,3934.3,15,Thorndale,TX,Texas,2,3,1
1515333,3129,2532720,2017-12-05,2018-01-05,15,995,185,430,4142.1,20,Pierpoint,CA,California,12,1,0
6993200,6989,2731956,2018-02-04,2018-02-05,50,2995,0,5,54.9,10,Kaneville,IL,Illinois,2,2,0
5332373,62,2742492,2018-02-07,2018-02-23,15,995,15,45,616.45,15,Cliffdell,WA,Washington,2,2,0
6634347,7351,2742708,2018-02-07,2018-03-01,15,995,160,195,1029.2,10,Woodson,IL,Illinois,2,3,0
5296507,6517,2522400,2017-11-30,2017-12-03,15,995,5,0,240.35,5,Casa Conejo,CA,California,11,12,1
6219307,6629,2523516,2017-12-01,2017-12-05,15,1495,0,35,813.6,5,Gowanda,NY,New York,12,12,0
443440,8140,2381124,2017-10-16,2017-11-16,15,1495,200,200,5788.8,20,Paxtonia,PA,Pennsylvania,10,11,1
769013,11367,2525100,2017-12-01,2018-01-01,15,1495,0,365,3383.1,5,Sky Valley,CA,California,12,1,0
1279947,10197,2771244,2018-02-16,2018-03-16,15,995,0,65,2693.9,15,Whiteman AFB,MO,Missouri,2,3,0
7059120,6119,2779152,2018-02-19,2018-03-19,15,995,15,55,1498.65,20,Portsmouth,IA,Iowa,2,3,1
7046667,6837,2798184,2018-02-23,2018-03-23,15,995,15,60,685.25,15,Douglassville,TX,Texas,2,3,1
1113467,2814,2799492,2018-02-24,2018-03-24,15,1245,60,150,1789.1,15,Winnie,TX,Texas,2,3,0
1353893,5517,2782944,2018-02-20,2018-03-20,15,995,415,500,2023.7,15,San Dimas,CA,California,2,3,0
5015653,6640,2796624,2018-02-23,2018-03-23,15,995,125,155,3049.7,20,Yankee Hill,CA,California,2,3,1
1884080,830,2797080,2018-02-23,2018-03-23,15,995,230,335,3860.35,15,Qui-nai-elt Village,WA,Washington,2,3,1
1298480,7383,2781912,2018-02-20,2018-03-20,50,2995,20,185,9297.4,30,Beaverville,IL,Illinois,2,3,1
1142907,2527,2775300,2018-02-17,2018-03-17,15,1495,25,85,3085.25,15,Monticello,MO,Missouri,2,3,0
5332373,11,2806416,2018-02-27,2018-03-02,15,995,15,25,568.55,15,Walnut Springs,TX,Texas,2,3,0
1029867,499,2830464,2018-03-05,2018-04-05,15,995,115,195,1309.3,20,South Creek,WA,Washington,3,4,0
1413653,4040,2884704,2018-03-21,2018-04-21,15,1495,15,20,592.2,20,Eatons Neck,NY,New York,3,4,0
1929573,1469,2907768,2018-03-27,2018-04-27,15,1495,0,40,947.3,15,Forsyth,IL,Illinois,3,4,0
1264720,4699,2908176,2018-03-27,2018-04-27,15,1495,0,35,649.5,10,St. Charles,IL,Illinois,3,4,0
2253120,3,1307544,2016-08-14,2016-08-15,15,495,0,0,0.0,0,Whitehouse,OH,Ohio,8,8,0
2493307,2156,2915856,2018-03-29,2018-04-28,15,995,5,5,96.0,0,Hico,TX,Texas,3,4,0
3390373,3392,1777404,2017-03-07,2017-03-09,15,1745,0,5,165.5,0,Joliet,IL,Illinois,3,3,0
4602293,8775,2144232,2017-07-26,2017-08-25,15,745,20,45,3312.65,0,Brookfield,IL,Illinois,7,8,1
1324080,9447,1646172,2017-01-12,2017-02-11,15,1495,115,165,7014.45,15,Fabrica,TX,Texas,1,2,1
1599227,8849,1054728,2016-04-15,2016-05-14,15,495,115,250,3943.45,5,Wood Heights,MO,Missouri,4,5,1
2434133,5758,1363284,2016-09-11,2016-10-10,15,495,0,0,0.0,15,Sandwich,IL,Illinois,9,10,1
5345760,3654,2348880,2017-10-05,2017-11-04,15,995,0,0,0.0,0,Crainville,IL,Illinois,10,11,1
6160133,4811,2629452,2018-01-05,2018-02-04,15,995,0,0,389.5,0,Esperance,WA,Washington,1,2,1
1261920,11301,1664556,2017-01-20,2017-02-19,15,1495,135,245,9116.4,0,Lees Summit,MO,Missouri,1,2,0
2187600,5878,1425468,2016-10-05,2016-11-04,15,745,0,0,11.7,0,Volga,IA,Iowa,10,11,1
2372053,6848,1345080,2016-09-02,2016-10-01,15,745,0,5,37.5,5,Monmouth,IA,Iowa,9,10,1
2409200,2837,1579572,2016-12-14,2017-01-10,15,1745,60,95,3354.75,0,Swea City,IA,Iowa,12,1,0
2828907,6724,1890324,2017-04-20,2017-05-19,15,745,0,30,845.85,10,Bellfountain,OR,Oregon,4,5,1
3085813,6412,1963344,2017-05-19,2017-06-18,15,495,0,0,0.0,0,Blue Point,NY,New York,5,6,1
3654400,7486,2181612,2017-08-08,2017-09-07,15,745,10,35,1026.0,0,San Ygnacio,TX,Texas,8,9,1
5234187,1368,2401944,2017-10-24,2017-11-23,15,1245,25,75,1710.0,0,Irvington,IA,Iowa,10,11,1
3793280,3727,2383272,2017-10-18,2017-11-17,15,745,0,0,0.0,0,Lake Darby,OH,Ohio,10,11,1
3425680,8917,1797624,2017-03-15,2017-04-14,15,495,0,0,80.25,0,Fate,TX,Texas,3,4,1
3914693,10517,2017272,2017-06-10,2017-07-09,15,495,15,55,1050.8,0,Ontario,CA,California,6,7,1
4090960,1697,2235732,2017-08-27,2017-09-19,50,2995,220,310,1535.0,10,Brocton,IL,Illinois,8,9,0
4090960,10761,2235732,2017-08-27,2017-09-26,50,2995,580,885,8705.1,10,Hamilton,IA,Iowa,8,9,0
7244053,5080,2821800,2018-03-03,2018-04-02,15,995,25,55,1792.2,5,Cromberg,CA,California,3,4,0
7396960,2213,2855712,2018-03-14,2018-04-13,15,995,95,240,1600.75,50,Bystrom,CA,California,3,4,0
2801093,6681,2289048,2017-09-16,2017-10-15,50,2245,140,370,5439.95,0,Iola,IL,Illinois,9,10,1
3357520,10790,1999872,2017-06-03,2017-07-02,15,745,0,40,1054.8,15,Loma Linda,TX,Texas,6,7,1
3367680,7871,1853808,2017-04-04,2017-05-03,15,745,0,5,61.0,0,Homewood,PA,Pennsylvania,4,5,1
2725387,5559,1684776,2017-01-30,2017-02-28,15,1745,60,85,3625.2,5,Imperial,CA,California,1,2,1
2741440,4226,1558716,2016-12-03,2016-12-11,15,495,0,0,0.0,0,Granville,IA,Iowa,12,12,0
3312773,2523,2422980,2017-10-31,2017-11-30,15,995,0,400,9404.85,0,Andersonville,OH,Ohio,10,11,1
4055253,158,1978848,2017-05-25,2017-06-07,15,745,5,15,171.25,0,Bull Valley,IL,Illinois,5,6,0
6808453,7168,2705460,2018-01-28,2018-02-05,15,995,45,45,1605.5,0,Minonk,IL,Illinois,1,2,0
6939147,7543,2741316,2018-02-08,2018-02-11,15,995,0,0,45.6,5,Sandia,TX,Texas,2,2,0
2120027,852,1268484,2016-07-27,2016-08-26,15,995,25,50,3229.2,5,Dodd City,TX,Texas,7,8,1
3062507,3785,2110644,2017-07-14,2017-08-13,15,495,5,10,1796.45,0,East Butler,PA,Pennsylvania,7,8,1
5522507,10096,2401008,2017-10-24,2017-11-23,15,995,50,170,3204.6,5,Hamilton City,CA,California,10,11,1
6223973,2100,2873892,2018-03-20,2018-04-19,15,1495,20,50,2123.85,5,West Puente Valley,CA,California,3,4,0
1382933,5408,1253124,2016-07-20,2016-08-19,50,995,95,165,3292.35,30,Hemphill,TX,Texas,7,8,1
3324453,4552,1980984,2017-05-26,2017-06-25,15,1495,110,115,2527.05,10,New Hope,TX,Texas,5,6,1
3911947,479,2273208,2017-09-10,2017-09-11,15,745,0,0,7.6,0,Fletcher,OH,Ohio,9,9,0
5177627,3881,2579256,2017-12-20,2018-01-19,15,995,20,65,2400.75,0,Rathbun,IA,Iowa,12,1,1
5648720,11281,2420892,2017-10-29,2017-11-28,15,1495,65,135,4123.0,10,Mount Pleasant Mills,PA,Pennsylvania,10,11,1
1824293,6653,1996788,2017-06-02,2017-07-01,15,745,0,0,0.0,0,Brentwood,NY,New York,6,7,1
2026267,9162,1232460,2016-07-10,2016-07-12,15,745,0,0,38.7,0,Silverdale,WA,Washington,7,7,0
2035200,848,1379040,2016-09-20,2016-09-30,15,495,0,0,0.0,0,Tightwad,MO,Missouri,9,9,0
2571147,826,2444496,2017-11-05,2017-12-04,15,745,10,35,1480.7,0,Florence,IL,Illinois,11,12,1
2875040,6088,1623360,2016-12-31,2017-01-30,15,1495,0,0,0.0,0,Ashkum,IL,Illinois,12,1,1
3814933,6681,2610372,2017-12-29,2018-01-28,15,995,0,0,36.4,0,Iola,IL,Illinois,12,1,1
4378960,2300,2073324,2017-06-30,2017-07-29,15,495,0,10,965.2,0,White Oak,TX,Texas,6,7,1
1515333,1541,1512432,2016-11-12,2016-12-11,15,495,115,205,2599.2,5,Antioch,CA,California,11,12,1
2281333,10911,1315620,2016-08-19,2016-09-18,15,495,0,0,31.95,0,Trotwood,OH,Ohio,8,9,1
5559973,4522,2398212,2017-10-22,2017-11-01,15,995,0,15,205.2,0,Harveys Lake,PA,Pennsylvania,10,11,0
1568827,5991,2673432,2018-01-19,2018-02-18,15,495,0,0,68.4,0,Drain,OR,Oregon,1,2,1
2954933,193,1983852,2017-05-27,2017-06-26,15,495,25,85,997.35,0,Smiley,TX,Texas,5,6,1
3638107,10630,2351796,2017-10-06,2017-11-05,15,495,5,15,863.55,0,Biggsville,IL,Illinois,10,11,1
3430880,7059,1869600,2017-04-11,2017-05-10,15,1245,20,35,1268.3,0,Lovelady,TX,Texas,4,5,1
4092693,3172,2620836,2018-01-02,2018-02-01,15,1495,75,160,3300.3,0,Hornitos,CA,California,1,2,1
4374000,5338,2614800,2017-12-30,2018-01-29,15,495,20,105,5531.25,0,Stony Brook University,NY,New York,12,1,1
6706560,4404,2678184,2018-01-20,2018-02-19,15,995,440,670,11468.4,20,Mountain Grove,MO,Missouri,1,2,1
2017040,2177,1294824,2016-08-09,2016-08-24,15,1745,105,145,4874.3,10,West Babylon,NY,New York,8,8,0
4119067,8324,2141400,2017-07-25,2017-08-24,50,1495,50,70,2865.2,10,Larch Way,WA,Washington,7,8,1
4698347,4217,2257632,2017-09-04,2017-10-03,15,495,15,30,2074.8,0,Burbank,WA,Washington,9,10,0
1829547,1441,1283424,2016-08-03,2016-09-02,15,495,0,0,0.0,0,Centralia,WA,Washington,8,9,1
3072347,754,1800804,2017-03-16,2017-04-15,15,1745,0,0,0.0,0,North Star,OH,Ohio,3,4,1
2806613,4609,1803960,2017-03-17,2017-04-16,15,495,0,0,0.0,0,Tiffin,OH,Ohio,3,4,1
3968267,5388,2041128,2017-06-19,2017-07-15,15,1245,15,15,767.6,5,McCausland,IA,Iowa,6,7,0
4450000,6253,2095692,2017-07-08,2017-08-07,50,1495,10,60,7639.2,65,Maysville,IA,Iowa,7,8,1
5269600,3499,2805588,2018-02-28,2018-03-27,15,995,15,60,592.8,5,Leesport,PA,Pennsylvania,2,3,1
2424853,4526,1504320,2016-11-09,2016-11-15,15,495,0,0,0.0,0,Hampton,PA,Pennsylvania,11,11,0
2614053,7818,1576608,2016-12-12,2016-12-21,15,495,0,0,0.0,0,Lincoln,PA,Pennsylvania,12,12,0
2775333,6401,1573272,2016-12-10,2017-01-09,15,745,0,0,17.1,0,Startup,WA,Washington,12,1,1
6390000,8997,2601624,2017-12-24,2018-01-23,15,995,20,50,2214.6,0,Venetian Village,IL,Illinois,12,1,0
7350987,3656,2844420,2018-03-10,2018-04-09,15,1495,80,105,1778.95,5,Pleasant Hill,OH,Ohio,3,4,0
1915840,11370,1603572,2016-12-23,2017-01-22,15,495,35,80,2898.45,10,Heritage Lake,IL,Illinois,12,1,1
2678907,5806,1531776,2016-11-22,2016-12-01,15,1745,0,0,0.0,0,Big Bass Lake,PA,Pennsylvania,11,12,0
2786800,21,1871760,2017-04-12,2017-05-11,15,745,0,0,0.0,0,Hood,CA,California,4,5,1
3799253,523,2235012,2017-08-27,2017-09-26,15,495,0,50,1542.8,0,West Alton,MO,Missouri,8,9,1
4539547,5572,2296644,2017-09-19,2017-10-18,15,1745,165,180,4832.7,0,Leeton,MO,Missouri,9,10,1
5402933,9240,2744484,2018-02-09,2018-03-08,15,995,15,60,2135.6,0,La Grulla,TX,Texas,2,3,1
6185600,1037,2536248,2017-12-07,2017-12-19,15,1495,35,40,718.2,0,Joshua,TX,Texas,12,12,0
1560933,840,2022600,2017-06-13,2017-07-12,15,495,0,40,1178.35,0,Meadville,PA,Pennsylvania,6,7,1
2060320,10972,1248024,2016-07-17,2016-07-22,15,1245,20,25,360.0,0,Carnot-Moon,PA,Pennsylvania,7,7,0
3749680,10048,1891068,2017-04-20,2017-05-19,15,1495,20,40,141.25,5,New Madrid,MO,Missouri,4,5,1
4960453,9183,2517828,2017-12-01,2017-12-30,15,995,315,575,6120.55,0,Carrizo Hill,TX,Texas,12,12,1
7538640,5156,2888172,2018-03-23,2018-04-22,15,1495,20,25,77.95,0,Cohoes,NY,New York,3,4,0
2990107,1337,1681644,2017-01-28,2017-02-24,15,745,45,70,3246.65,15,Vinton,TX,Texas,1,2,0
5909173,5227,2486808,2017-11-19,2017-11-20,15,995,0,5,85.5,0,Fairfield,IL,Illinois,11,11,0
1713413,9635,1379244,2016-09-20,2016-10-19,15,745,0,175,5284.8,15,Adams,OR,Oregon,9,10,1
2554293,5624,1500000,2016-11-06,2016-12-05,15,1495,0,200,11675.4,0,Des Arc,MO,Missouri,11,12,1
4374000,5335,2073120,2017-06-30,2017-07-29,15,495,35,75,982.5,0,Joshua Tree,CA,California,6,7,1
6127653,8682,2915100,2018-03-29,2018-04-28,15,1245,0,0,0.0,0,Mechanicsburg,PA,Pennsylvania,3,4,0
6362187,7841,2589684,2017-12-22,2018-01-21,15,995,0,100,8727.4,0,Ford City,CA,California,12,1,1
488880,1676,1481208,2016-10-29,2016-11-28,15,745,75,90,5253.3,15,De Kalb,TX,Texas,10,11,1
6767040,5618,2693340,2018-01-25,2018-02-21,15,995,10,30,1975.05,0,South El Monte,CA,California,1,2,0
6767040,508,2693340,2018-01-25,2018-02-21,15,995,10,30,1975.05,5,Viola,NY,New York,1,2,0
1718320,7923,2854776,2018-03-14,2018-04-13,15,495,0,55,906.6,5,Gerber,CA,California,3,4,0
3064507,8773,1653924,2017-01-15,2017-01-23,15,745,0,0,0.0,0,San Mateo,CA,California,1,1,0
3478347,10780,1960260,2017-05-18,2017-06-17,15,1245,25,25,873.3,0,Donnellson,IA,Iowa,5,6,1
4367013,1196,2069952,2017-06-29,2017-06-30,15,1495,0,0,0.0,0,Whitehawk,CA,California,6,6,0
4987307,1347,2647800,2018-01-11,2018-02-10,15,995,0,555,21437.4,5,Dustin Acres,CA,California,1,2,0
2001653,2017,1352832,2016-09-07,2016-10-06,15,495,0,0,0.0,0,Garden City,NY,New York,9,10,1
2554160,7107,1416852,2016-10-01,2016-10-30,15,995,0,185,3662.1,0,Katonah,NY,New York,10,10,1
5356533,9193,2349084,2017-10-05,2017-11-04,15,995,45,60,1586.5,0,Quintana,TX,Texas,10,11,1
5812827,4572,2463492,2017-11-11,2017-12-10,15,995,65,110,3053.15,0,Iberia,OH,Ohio,11,12,1
1758160,5130,1893156,2017-04-21,2017-05-20,15,495,0,0,0.0,0,Rodman,IA,Iowa,4,5,1
2918907,3226,1714884,2017-02-11,2017-03-10,15,495,25,55,1749.3,0,Bayside Gardens,OR,Oregon,2,3,1
7303947,3989,2836128,2018-03-08,2018-04-07,15,995,15,25,1531.5,10,Rowley,IA,Iowa,3,4,0
2870373,10535,1547724,2016-11-30,2016-12-29,15,495,30,35,2398.0,20,New Bloomfield,MO,Missouri,11,12,1
3454880,5225,1797828,2017-03-15,2017-04-14,15,745,60,80,1824.65,0,Albion,CA,California,3,4,1
3621920,10841,1857084,2017-04-05,2017-04-24,15,745,15,10,36.25,0,Bay View Gardens,IL,Illinois,4,4,0
3819547,2044,1911864,2017-04-28,2017-05-04,15,495,0,0,60.8,0,Stiles,PA,Pennsylvania,4,5,0
5412827,3533,2364084,2017-10-11,2017-11-10,15,995,0,115,2633.4,0,Desert Palms,CA,California,10,11,1
978880,4162,1761228,2017-03-01,2017-03-28,15,1745,0,0,0.0,0,Bryn Mawr-Skyway,WA,Washington,3,3,1
1993013,2284,1561908,2016-12-06,2017-01-05,15,495,0,0,0.0,0,Jacksonville,MO,Missouri,12,1,0
